person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file
48000,OWN,6.0,EDUCATION,B,5000,10.08,0,0.1,N
53000,RENT,6.0,DEBTCONSOLIDATION,C,3000,13.99,0,0.06,N
52000,MORTGAGE,6.0,VENTURE,D,12000,14.83,0,0.23,N
12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y
36000,OWN,4.0,PERSONAL,A,3250,7.75,0,0.09,N
99000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.12,N
20000,RENT,0.0,MEDICAL,C,3500,10.28,0,0.17,Y
33280,RENT,1.0,PERSONAL,B,5500,,0,0.17,N
72000,MORTGAGE,6.0,MEDICAL,A,5000,6.54,0,0.07,N
45630,RENT,0.0,VENTURE,E,2500,18.64,1,0.05,Y
42000,MORTGAGE,3.0,VENTURE,D,7000,14.84,0,0.17,N
18456,RENT,2.0,MEDICAL,C,3500,13.35,1,0.19,N
150000,RENT,2.0,MEDICAL,A,8200,6.99,0,0.05,N
52000,MORTGAGE,2.0,VENTURE,A,6000,8.9,0,0.12,N
72000,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.14,N
80004,MORTGAGE,4.0,EDUCATION,B,15000,11.86,0,0.19,N
74800,MORTGAGE,7.0,MEDICAL,D,15000,16.0,1,0.17,N
56000,RENT,10.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.18,N
68000,MORTGAGE,6.0,VENTURE,D,20000,16.77,0,0.29,Y
75500,MORTGAGE,6.0,PERSONAL,A,12000,,0,0.16,N
37008,RENT,2.0,PERSONAL,B,3600,12.42,0,0.1,N
63400,OWN,0.0,EDUCATION,B,20000,9.62,0,0.32,N
36000,RENT,7.0,PERSONAL,B,4000,10.99,1,0.11,N
63000,MORTGAGE,0.0,PERSONAL,D,25000,13.87,0,0.4,N
55152,MORTGAGE,8.0,EDUCATION,B,16000,11.49,0,0.29,N
87500,MORTGAGE,5.0,EDUCATION,C,25000,13.98,0,0.29,Y
49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N
54100,RENT,5.0,VENTURE,A,4500,7.14,0,0.08,N
24000,RENT,1.0,MEDICAL,A,8500,7.9,1,0.35,N
55000,RENT,5.0,MEDICAL,B,12000,10.62,0,0.22,N
48000,RENT,6.0,VENTURE,B,15000,9.63,1,0.31,N
50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,5.42,0,0.14,N
50000,MORTGAGE,0.0,EDUCATION,A,12800,5.79,0,0.26,N
50000,MORTGAGE,5.0,EDUCATION,B,2000,12.18,0,0.04,N
54000,RENT,6.0,EDUCATION,B,9975,11.48,1,0.18,N
55600,RENT,2.0,PERSONAL,A,6000,,0,0.11,N
46776,OWN,7.0,VENTURE,D,15000,13.24,0,0.32,N
50000,MORTGAGE,2.0,MEDICAL,B,22000,9.91,0,0.44,N
30000,RENT,2.0,EDUCATION,C,13000,13.11,1,0.43,N
85000,MORTGAGE,2.0,MEDICAL,B,7000,12.69,0,0.08,N
51480,MORTGAGE,4.0,PERSONAL,B,3000,11.83,0,0.06,N
43200,OWN,6.0,VENTURE,A,6000,7.68,0,0.14,N
26976,RENT,4.0,EDUCATION,A,9000,7.51,1,0.33,N
155142,MORTGAGE,6.0,HOMEIMPROVEMENT,D,23000,18.25,0,0.15,N
42000,RENT,6.0,VENTURE,A,5000,7.29,0,0.12,N
45996,RENT,2.0,VENTURE,G,5000,,1,0.11,Y
19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N
59000,RENT,7.0,MEDICAL,D,6000,16.49,1,0.1,N
29000,RENT,4.0,MEDICAL,D,4000,16.29,1,0.14,N
62000,RENT,1.0,MEDICAL,C,1600,13.85,0,0.03,Y
17688,RENT,0.0,DEBTCONSOLIDATION,B,1700,11.11,0,0.1,N
43200,MORTGAGE,0.0,EDUCATION,C,10000,14.26,0,0.23,N
71004,RENT,6.0,PERSONAL,B,1800,11.12,0,0.03,N
46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,,1,0.13,N
36500,MORTGAGE,3.0,EDUCATION,B,2500,10.37,0,0.07,N
45432,MORTGAGE,4.0,VENTURE,B,5000,9.88,0,0.11,N
65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,16500,7.49,0,0.25,N
30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N
76000,MORTGAGE,8.0,EDUCATION,B,13500,9.99,0,0.18,N
57600,OWN,6.0,VENTURE,A,6500,7.49,0,0.11,N
45000,RENT,2.0,VENTURE,A,6575,8.0,0,0.15,N
138000,RENT,1.0,EDUCATION,D,5000,14.91,1,0.04,N
69700,RENT,4.0,EDUCATION,B,11200,,0,0.16,N
49000,OWN,4.0,VENTURE,A,2500,6.76,0,0.05,N
57500,RENT,1.0,VENTURE,B,9100,11.49,0,0.16,N
68000,MORTGAGE,6.0,VENTURE,A,13000,7.88,0,0.19,N
50004,MORTGAGE,10.0,PERSONAL,A,5000,9.32,0,0.1,N
110000,RENT,3.0,HOMEIMPROVEMENT,C,25000,,0,0.23,Y
50000,MORTGAGE,6.0,EDUCATION,B,8000,11.12,0,0.16,N
42000,RENT,2.0,PERSONAL,C,5000,12.87,0,0.12,Y
35000,OWN,5.0,VENTURE,A,4000,7.29,0,0.11,N
25000,RENT,1.0,EDUCATION,B,2050,10.59,0,0.08,N
37000,RENT,3.0,PERSONAL,B,15000,10.25,1,0.41,N
135000,MORTGAGE,6.0,EDUCATION,D,15000,15.33,0,0.11,Y
32500,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.08,N
44000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8475,6.91,0,0.19,N
76344,RENT,2.0,EDUCATION,A,5000,9.63,0,0.07,N
50361,RENT,6.0,PERSONAL,C,12000,12.73,0,0.24,N
24091,MORTGAGE,5.0,MEDICAL,C,3500,12.99,0,0.15,Y
95000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,15.96,0,0.16,N
59400,MORTGAGE,9.0,EDUCATION,C,18500,12.73,0,0.31,Y
33000,RENT,7.0,MEDICAL,D,5500,14.54,1,0.17,N
47000,RENT,7.0,PERSONAL,A,15000,7.9,1,0.32,N
63000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,20000,8.49,0,0.32,N
45000,RENT,3.0,PERSONAL,B,10000,10.25,0,0.22,N
130000,MORTGAGE,,MEDICAL,A,6000,5.42,0,0.05,N
140000,MORTGAGE,2.0,EDUCATION,A,18000,7.9,0,0.13,N
95004,RENT,2.0,PERSONAL,A,5000,9.63,0,0.05,N
75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.13,N
51000,RENT,10.0,PERSONAL,B,5000,12.42,1,0.1,N
35000,RENT,0.0,PERSONAL,A,1800,7.14,0,0.05,N
34404,RENT,2.0,DEBTCONSOLIDATION,D,7500,15.05,1,0.22,Y
30500,RENT,2.0,PERSONAL,F,6800,21.74,1,0.22,Y
104000,MORTGAGE,5.0,PERSONAL,A,15000,9.63,0,0.14,N
25000,OWN,,VENTURE,A,5000,6.03,0,0.2,N
42000,RENT,2.0,MEDICAL,C,5000,11.91,0,0.12,Y
60000,RENT,5.0,MEDICAL,A,10000,7.14,0,0.17,N
32000,RENT,0.0,MEDICAL,B,3200,10.2,0,0.1,N
91000,RENT,6.0,MEDICAL,A,8000,6.92,0,0.09,N
90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.07,N
58896,MORTGAGE,6.0,EDUCATION,A,9500,6.76,0,0.16,N
105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12800,11.83,0,0.12,N
60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N
80000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,8.0,0,0.04,N
31224,RENT,0.0,EDUCATION,A,6400,9.32,0,0.2,N
39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,1,0.21,N
46000,MORTGAGE,6.0,PERSONAL,B,4000,10.37,0,0.09,N
90000,MORTGAGE,7.0,PERSONAL,D,15000,15.31,0,0.17,Y
39000,MORTGAGE,6.0,EDUCATION,A,10750,,0,0.28,N
39996,RENT,2.0,MEDICAL,B,10000,10.99,0,0.25,N
145992,MORTGAGE,0.0,PERSONAL,D,20000,,0,0.14,Y
40000,RENT,2.0,PERSONAL,B,3000,10.25,0,0.07,N
44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,N
61500,RENT,3.0,EDUCATION,C,10000,14.22,0,0.16,N
35000,RENT,2.0,DEBTCONSOLIDATION,A,2500,8.9,0,0.07,N
90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.11,N
87000,MORTGAGE,0.0,PERSONAL,B,15000,10.62,0,0.17,N
15996,RENT,3.0,DEBTCONSOLIDATION,C,4000,13.35,1,0.25,Y
48000,RENT,7.0,EDUCATION,A,5000,6.99,0,0.1,N
36000,MORTGAGE,3.0,PERSONAL,A,5300,7.49,0,0.15,N
57000,RENT,2.0,PERSONAL,A,9500,6.17,0,0.17,N
54996,RENT,2.0,HOMEIMPROVEMENT,B,23600,11.89,1,0.43,N
21000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.43,0,0.19,N
75000,RENT,4.0,VENTURE,B,20000,8.88,0,0.27,N
50000,RENT,0.0,PERSONAL,B,4800,,0,0.1,N
40000,RENT,2.0,EDUCATION,C,7000,11.34,0,0.17,N
29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N
85392,RENT,9.0,MEDICAL,A,9600,7.29,0,0.11,N
37000,OWN,3.0,MEDICAL,C,7200,13.61,0,0.19,N
29120,RENT,0.0,VENTURE,B,5000,10.99,0,0.17,N
32000,RENT,1.0,MEDICAL,D,6000,12.92,1,0.19,N
91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N
95400,MORTGAGE,8.0,PERSONAL,C,5000,12.68,0,0.05,N
28692,MORTGAGE,5.0,EDUCATION,B,3000,10.75,0,0.1,N
90000,MORTGAGE,9.0,VENTURE,A,7750,7.51,0,0.09,N
69000,RENT,5.0,EDUCATION,B,8650,11.49,0,0.13,N
70200,RENT,9.0,PERSONAL,E,18000,16.45,0,0.26,Y
92341,RENT,9.0,DEBTCONSOLIDATION,A,12000,7.51,0,0.13,N
73399,RENT,0.0,EDUCATION,D,27000,,1,0.37,N
60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.08,N
62400,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4000,8.9,0,0.06,N
40000,MORTGAGE,3.0,MEDICAL,B,10500,11.36,0,0.26,N
37680,RENT,5.0,MEDICAL,D,2000,14.96,1,0.05,Y
35000,RENT,0.0,VENTURE,C,12000,10.91,1,0.34,Y
78000,RENT,5.0,VENTURE,B,17000,10.99,0,0.22,N
47211,OWN,8.0,HOMEIMPROVEMENT,B,10000,11.83,0,0.21,N
57744,MORTGAGE,7.0,VENTURE,B,2500,10.37,0,0.04,N
69000,RENT,7.0,DEBTCONSOLIDATION,B,4800,10.75,0,0.07,N
95000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,20000,14.96,0,0.21,N
91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.16,N
30000,RENT,0.0,EDUCATION,C,1500,13.92,0,0.05,Y
97000,MORTGAGE,3.0,EDUCATION,C,6400,15.96,0,0.07,N
68000,MORTGAGE,6.0,EDUCATION,A,16000,7.9,0,0.24,N
70000,RENT,3.0,PERSONAL,B,25000,11.86,1,0.36,N
45000,OWN,6.0,EDUCATION,A,4750,6.39,0,0.11,N
42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N
75000,MORTGAGE,7.0,PERSONAL,B,15000,9.99,0,0.2,N
51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N
70000,MORTGAGE,2.0,MEDICAL,B,8950,11.89,0,0.13,N
49200,MORTGAGE,6.0,MEDICAL,A,5600,7.49,0,0.11,N
78000,MORTGAGE,6.0,EDUCATION,A,7750,7.51,0,0.1,N
84000,MORTGAGE,7.0,EDUCATION,B,23000,11.99,0,0.27,N
24000,RENT,0.0,PERSONAL,B,6000,,0,0.25,N
75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N
30000,RENT,2.0,VENTURE,E,5200,17.19,1,0.17,Y
100000,MORTGAGE,0.0,PERSONAL,C,15000,13.85,0,0.15,Y
38700,RENT,2.0,DEBTCONSOLIDATION,B,10000,,0,0.26,N
80000,MORTGAGE,,PERSONAL,A,3000,5.99,0,0.04,N
35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N
24000,RENT,7.0,VENTURE,C,5550,12.53,0,0.23,Y
79000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.1,N
87000,RENT,5.0,EDUCATION,C,20000,13.85,0,0.23,N
39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N
53004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,10.65,0,0.4,N
38000,RENT,2.0,EDUCATION,A,18500,7.66,1,0.49,N
64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N
27252,RENT,3.0,PERSONAL,C,5800,13.06,0,0.21,N
51500,RENT,6.0,DEBTCONSOLIDATION,B,20000,12.21,1,0.39,N
59000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.03,1,0.08,N
22680,RENT,9.0,VENTURE,B,7000,10.62,1,0.31,N
94000,RENT,6.0,HOMEIMPROVEMENT,C,9600,12.99,0,0.1,N
48996,MORTGAGE,8.0,MEDICAL,B,5000,9.88,1,0.1,N
59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N
100000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14000,6.17,0,0.14,N
31680,RENT,5.0,VENTURE,C,15000,12.61,1,0.47,Y
65000,MORTGAGE,4.0,VENTURE,B,4800,9.99,0,0.07,N
78000,MORTGAGE,7.0,VENTURE,A,4600,7.66,0,0.06,N
60000,MORTGAGE,0.0,EDUCATION,B,10000,11.26,0,0.17,N
21600,RENT,0.0,MEDICAL,B,2000,11.71,1,0.09,N
87996,MORTGAGE,3.0,MEDICAL,A,8000,6.91,0,0.09,N
58000,RENT,0.0,PERSONAL,A,3500,8.59,0,0.06,N
117000,MORTGAGE,8.0,EDUCATION,A,6000,7.51,0,0.05,N
46932,OWN,,EDUCATION,A,7000,5.79,0,0.15,N
52692,RENT,4.0,MEDICAL,C,3500,12.23,0,0.07,Y
40000,RENT,1.0,PERSONAL,B,4000,12.69,0,0.1,N
51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N
12996,OWN,1.0,VENTURE,B,4750,,1,0.37,N
125000,RENT,9.0,VENTURE,D,6500,14.61,0,0.05,N
76250,RENT,6.0,VENTURE,B,10000,10.71,0,0.13,N
127992,MORTGAGE,10.0,PERSONAL,C,26000,13.99,0,0.2,N
39996,RENT,0.0,EDUCATION,D,5000,14.11,1,0.13,N
51000,OWN,7.0,VENTURE,A,6000,5.42,0,0.12,N
40000,RENT,0.0,VENTURE,B,5925,11.11,0,0.15,N
65000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.08,N
40800,RENT,5.0,MEDICAL,A,2000,6.62,0,0.05,N
40000,RENT,2.0,EDUCATION,A,10000,7.14,0,0.25,N
59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,1,0.34,N
72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.08,N
45000,RENT,1.0,MEDICAL,B,4000,12.21,0,0.09,N
166000,MORTGAGE,1.0,PERSONAL,B,23450,11.36,0,0.14,N
80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0,0.15,N
73000,RENT,2.0,PERSONAL,A,6500,,0,0.09,N
55000,OWN,,PERSONAL,A,1275,6.91,0,0.02,N
33000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.03,N
41000,RENT,5.0,VENTURE,A,7000,5.79,0,0.17,N
85000,MORTGAGE,,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,N
60000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.13,N
200000,OWN,0.0,VENTURE,B,24000,12.18,0,0.12,N
24960,RENT,0.0,EDUCATION,A,2500,7.51,0,0.1,N
57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N
60500,RENT,3.0,EDUCATION,C,7000,12.84,0,0.12,Y
62000,RENT,4.0,HOMEIMPROVEMENT,C,2000,13.49,0,0.03,Y
72000,RENT,8.0,DEBTCONSOLIDATION,C,16000,13.06,0,0.22,N
42000,MORTGAGE,6.0,VENTURE,C,14750,12.99,0,0.35,Y
100000,RENT,3.0,VENTURE,B,10000,10.65,0,0.1,N
75000,RENT,2.0,EDUCATION,B,19600,12.42,0,0.26,N
75000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,9500,,0,0.13,Y
36000,MORTGAGE,2.0,MEDICAL,C,13750,13.22,1,0.38,Y
36000,RENT,3.0,EDUCATION,D,5300,15.28,0,0.15,N
80000,OWN,8.0,VENTURE,A,12000,7.49,0,0.15,N
50000,MORTGAGE,9.0,VENTURE,A,6400,8.32,0,0.13,N
40000,RENT,3.0,MEDICAL,A,10000,,0,0.25,N
30000,RENT,6.0,EDUCATION,B,5000,12.69,1,0.17,N
16080,RENT,,EDUCATION,D,3000,16.29,1,0.19,Y
47496,RENT,7.0,EDUCATION,B,3500,12.69,0,0.07,N
80400,RENT,6.0,MEDICAL,B,7000,10.65,0,0.09,N
76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,,1,0.12,Y
100000,RENT,1.0,EDUCATION,C,12000,13.57,0,0.12,Y
18000,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.87,0,0.08,Y
32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N
64000,RENT,8.0,EDUCATION,B,7500,9.83,0,0.12,N
33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N
47000,MORTGAGE,1.0,EDUCATION,B,8500,,0,0.18,N
110000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.11,N
36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N
136000,MORTGAGE,9.0,DEBTCONSOLIDATION,F,25000,19.13,1,0.18,N
92000,RENT,0.0,EDUCATION,A,6500,8.0,0,0.07,N
77000,MORTGAGE,6.0,VENTURE,A,12400,7.51,0,0.16,N
28800,RENT,10.0,MEDICAL,B,15000,10.0,1,0.52,N
36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y
75000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.38,0,0.27,N
96000,MORTGAGE,7.0,PERSONAL,C,6000,13.92,0,0.06,N
50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,11000,16.89,0,0.22,Y
105999,MORTGAGE,6.0,EDUCATION,B,8550,9.88,0,0.08,N
44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y
96050,MORTGAGE,3.0,MEDICAL,D,24000,15.28,1,0.21,Y
33996,RENT,2.0,MEDICAL,B,10800,11.12,1,0.32,N
42000,MORTGAGE,6.0,PERSONAL,A,3000,6.03,0,0.07,N
49000,OWN,6.0,PERSONAL,C,3000,,0,0.06,N
136000,MORTGAGE,7.0,EDUCATION,A,8000,8.32,0,0.06,N
30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13250,10.99,0,0.44,N
35400,RENT,4.0,DEBTCONSOLIDATION,B,9600,11.89,0,0.27,N
125000,OTHER,4.0,EDUCATION,A,7500,8.0,0,0.06,N
53352,RENT,3.0,MEDICAL,A,17500,6.54,1,0.33,N
14400,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.74,1,0.28,N
80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N
31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,Y
35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N
80000,OWN,5.0,PERSONAL,C,7000,13.22,0,0.09,Y
25000,MORTGAGE,4.0,VENTURE,A,1800,8.49,0,0.07,N
75885,MORTGAGE,7.0,EDUCATION,C,3000,11.03,0,0.04,N
65000,MORTGAGE,0.0,PERSONAL,A,4000,5.42,0,0.06,N
21600,OWN,,VENTURE,A,7125,6.99,0,0.33,N
44000,MORTGAGE,4.0,EDUCATION,A,3200,7.51,0,0.07,N
60000,RENT,4.0,EDUCATION,A,9800,,0,0.16,N
48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N
65000,MORTGAGE,3.0,EDUCATION,A,8000,7.14,0,0.12,N
48000,MORTGAGE,6.0,PERSONAL,C,10000,13.49,0,0.21,N
60000,RENT,0.0,EDUCATION,B,15000,11.71,0,0.25,N
30000,RENT,6.0,VENTURE,B,19750,11.14,1,0.66,N
115600,MORTGAGE,4.0,VENTURE,A,9925,7.29,0,0.09,N
12000,RENT,5.0,PERSONAL,A,3000,8.9,1,0.25,N
38004,RENT,5.0,EDUCATION,A,5000,6.91,0,0.13,N
130992,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0,0.05,N
19200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,1,0.16,N
60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N
85000,MORTGAGE,8.0,EDUCATION,C,5000,14.35,0,0.06,N
20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0,0.2,N
45000,RENT,5.0,MEDICAL,B,2000,11.49,0,0.04,N
52000,RENT,6.0,VENTURE,B,10000,11.71,0,0.19,N
51600,RENT,8.0,MEDICAL,B,3000,10.65,0,0.06,N
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,17500,7.88,0,0.29,N
56700,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.21,N
48000,OWN,5.0,VENTURE,A,4400,5.99,0,0.09,N
34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y
37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,N
62000,MORTGAGE,2.0,PERSONAL,D,7500,13.87,0,0.12,Y
103000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,13.49,0,0.2,Y
45000,MORTGAGE,8.0,VENTURE,A,6000,7.51,0,0.13,N
120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,N
40000,RENT,5.0,PERSONAL,A,6000,7.88,0,0.15,N
113000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0,0.11,N
38400,RENT,8.0,MEDICAL,A,4200,6.76,0,0.11,N
20000,OWN,2.0,PERSONAL,A,3000,8.94,0,0.15,N
60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N
23760,RENT,2.0,PERSONAL,B,2800,,0,0.12,N
48000,OWN,8.0,VENTURE,C,6000,12.87,0,0.13,Y
61000,RENT,3.0,EDUCATION,A,2500,7.49,0,0.04,N
56000,RENT,5.0,HOMEIMPROVEMENT,E,15000,16.0,1,0.27,Y
46809,RENT,4.0,MEDICAL,B,5000,12.18,0,0.11,N
39456,OWN,7.0,PERSONAL,A,14000,7.29,0,0.35,N
115275,RENT,7.0,EDUCATION,C,7500,11.28,0,0.07,Y
48000,MORTGAGE,4.0,PERSONAL,A,10000,5.79,0,0.21,N
59000,RENT,7.0,EDUCATION,C,20000,12.29,1,0.34,N
50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N
72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,N
48000,RENT,7.0,MEDICAL,A,9000,8.94,0,0.19,N
52500,MORTGAGE,6.0,VENTURE,C,8000,15.23,0,0.15,Y
76000,MORTGAGE,3.0,EDUCATION,A,20000,6.54,0,0.26,N
39996,RENT,6.0,MEDICAL,B,12000,9.63,0,0.3,N
68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0,0.01,N
82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N
74000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.14,N
38000,RENT,9.0,EDUCATION,B,4800,11.71,0,0.13,N
31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N
88000,MORTGAGE,7.0,PERSONAL,B,11000,11.14,0,0.13,N
42000,OWN,8.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N
60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N
157500,RENT,1.0,EDUCATION,B,10000,12.69,0,0.06,N
37200,RENT,6.0,HOMEIMPROVEMENT,A,7000,7.9,1,0.19,N
75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,11.71,0,0.2,N
68500,MORTGAGE,7.0,VENTURE,C,4200,11.66,0,0.06,N
29000,RENT,9.0,MEDICAL,B,1000,11.99,1,0.03,N
35000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,1,0.34,N
42000,RENT,0.0,VENTURE,C,5000,,1,0.12,N
16000,MORTGAGE,3.0,MEDICAL,C,2275,13.06,0,0.14,Y
65000,RENT,5.0,MEDICAL,A,12000,8.9,0,0.18,N
70553,MORTGAGE,2.0,MEDICAL,D,10000,15.28,1,0.12,N
34000,RENT,3.0,PERSONAL,D,5500,16.89,0,0.16,Y
25000,MORTGAGE,2.0,PERSONAL,B,3600,9.91,0,0.14,N
49278,RENT,4.0,DEBTCONSOLIDATION,C,11000,13.22,0,0.22,Y
52000,MORTGAGE,3.0,VENTURE,A,3500,6.76,0,0.07,N
27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y
59500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,6.62,0,0.2,N
64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.31,Y
33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y
106000,RENT,6.0,HOMEIMPROVEMENT,B,13000,12.69,1,0.12,N
28000,RENT,5.0,PERSONAL,B,6900,9.99,0,0.25,N
20000,RENT,1.0,MEDICAL,A,12000,8.07,1,0.6,N
60000,RENT,5.0,MEDICAL,B,10000,12.18,0,0.17,N
38000,MORTGAGE,4.0,EDUCATION,A,1950,7.37,0,0.05,N
37423,RENT,5.0,MEDICAL,A,2800,7.88,0,0.07,N
55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N
74476,MORTGAGE,6.0,EDUCATION,A,5000,8.49,1,0.07,N
56000,MORTGAGE,8.0,EDUCATION,A,12000,,0,0.21,N
45000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.98,0,0.22,Y
24000,MORTGAGE,5.0,MEDICAL,B,1375,11.11,1,0.06,N
100000,RENT,9.0,PERSONAL,C,20000,13.06,0,0.2,Y
48000,MORTGAGE,2.0,VENTURE,B,5500,11.36,0,0.11,N
61200,MORTGAGE,6.0,MEDICAL,E,16000,16.45,1,0.22,N
43995,RENT,,EDUCATION,C,7400,13.99,1,0.17,Y
95000,OWN,4.0,PERSONAL,C,10000,15.23,0,0.11,N
38000,RENT,0.0,EDUCATION,A,7500,7.88,0,0.2,N
103000,MORTGAGE,7.0,EDUCATION,D,15000,15.99,0,0.15,N
85000,RENT,2.0,VENTURE,C,12000,13.16,0,0.14,Y
75000,RENT,3.0,EDUCATION,A,13200,6.17,0,0.18,N
28500,MORTGAGE,1.0,MEDICAL,A,8500,7.68,0,0.3,N
74800,MORTGAGE,4.0,MEDICAL,C,8400,14.65,1,0.1,N
